Dates,Category,Descript,DayOfWeek,PdDistrict,Resolution,Address,X,Y
2003-01-22 22:10:00,PROSTITUTION,SOLICITS FOR ACT OF PROSTITUTION,Wednesday,NORTHERN,"ARREST, CITED",LARKIN ST / SUTTER ST,-122.41846774793801,37.787965256956795
2003-01-22 22:05:00,ROBBERY,ATTEMPTED ROBBERY ON THE STREET WITH A GUN,Wednesday,PARK,NONE,400 Block of BRODERICK ST,-122.439441637335,37.7743128528476
2003-01-22 22:02:00,WARRANTS,WARRANT ARREST,Wednesday,INGLESIDE,"ARREST, BOOKED",0 Block of PHELAN AV,-122.452428220398,37.725717254655706
2003-01-22 22:00:00,VANDALISM,"MALICIOUS MISCHIEF, VANDALISM OF VEHICLES",Wednesday,NORTHERN,NONE,PAGE ST / WEBSTER ST,-122.428991906345,37.7732458652036
2003-01-22 22:00:00,VANDALISM,"MALICIOUS MISCHIEF, VANDALISM OF VEHICLES",Wednesday,TARAVAL,NONE,38TH AV / IRVING ST,-122.497483827344,37.7626611021195
2003-01-22 22:00:00,VEHICLE THEFT,STOLEN TRUCK,Wednesday,BAYVIEW,NONE,2200 Block of 20TH ST,-122.40354387499501,37.7596423300932
2003-01-22 22:00:00,VANDALISM,"MALICIOUS MISCHIEF, VANDALISM OF VEHICLES",Wednesday,RICHMOND,NONE,400 Block of 9TH AV,-122.467488647124,37.7798911973996
2003-01-22 22:00:00,VEHICLE THEFT,STOLEN AUTOMOBILE,Wednesday,INGLESIDE,NONE,100 Block of ELLINGTON AV,-122.443800209925,37.71457791642529
2003-01-22 22:00:00,NON-CRIMINAL,LOST PROPERTY,Wednesday,MISSION,NONE,CHURCH ST / 24TH ST,-122.42743972698999,37.7517051328927
2003-01-22 22:00:00,VEHICLE THEFT,"VEHICLE, RECOVERED, AUTO",Wednesday,INGLESIDE,NONE,100 Block of ELLINGTON AV,-122.443800209925,37.71457791642529
2003-01-22 22:00:00,LARCENY/THEFT,GRAND THEFT FROM LOCKED AUTO,Wednesday,INGLESIDE,NONE,300 Block of CIRCULAR AV,-122.44138331329901,37.729680159507296
2003-01-22 22:00:00,VEHICLE THEFT,"VEHICLE, RECOVERED, OTHER VEHICLE",Wednesday,BAYVIEW,NONE,2200 Block of 20TH ST,-122.40354387499501,37.7596423300932
2003-01-22 21:48:00,NON-CRIMINAL,"AIDED CASE, MENTAL DISTURBED",Wednesday,CENTRAL,NONE,900 Block of HYDE ST,-122.41718099053,37.789577973909104
2003-01-22 21:45:00,LARCENY/THEFT,GRAND THEFT FROM LOCKED AUTO,Wednesday,TARAVAL,NONE,1500 Block of 8TH AV,-122.46498410837201,37.7594039804943
2003-01-22 21:45:00,OTHER OFFENSES,TRAFFIC VIOLATION ARREST,Wednesday,INGLESIDE,"ARREST, BOOKED",0 Block of PHELAN AV,-122.452289660492,37.72569335757029
2003-01-22 21:45:00,OTHER OFFENSES,TRAFFIC VIOLATION,Wednesday,INGLESIDE,"ARREST, BOOKED",0 Block of PHELAN AV,-122.452289660492,37.72569335757029
2003-01-22 21:45:00,LARCENY/THEFT,PETTY THEFT FROM LOCKED AUTO,Wednesday,BAYVIEW,NONE,SILLIMAN ST / SAN BRUNO AV,-122.40508836744101,37.7312386571061
2003-01-22 21:30:00,VEHICLE THEFT,STOLEN TRUCK,Wednesday,BAYVIEW,NONE,200 Block of BAY SHORE BL,-122.404748375449,37.744013662148
2003-01-22 21:30:00,VEHICLE THEFT,"VEHICLE, RECOVERED, OTHER VEHICLE",Wednesday,BAYVIEW,NONE,200 Block of BAY SHORE BL,-122.404748375449,37.744013662148
2003-01-22 21:29:00,DRUG/NARCOTIC,POSSESSION OF BASE/ROCK COCAINE FOR SALE,Wednesday,NORTHERN,"ARREST, BOOKED",BUCHANAN ST / IVY ST,-122.428009308464,37.7767203135354
2003-01-22 21:29:00,OTHER OFFENSES,PROBATION VIOLATION,Wednesday,NORTHERN,"ARREST, BOOKED",BUCHANAN ST / IVY ST,-122.428009308464,37.7767203135354
2003-01-22 21:26:00,ROBBERY,ROBBERY OF A COMMERCIAL ESTABLISHMENT WITH A GUN,Wednesday,MISSION,NONE,1500 Block of SOUTH VAN NESS AV,-122.41583886146799,37.7486871196094
2003-01-22 21:00:00,LARCENY/THEFT,GRAND THEFT FROM LOCKED AUTO,Wednesday,SOUTHERN,NONE,HARRISON ST / THE EMBARCADERO SOUTH ST,-122.388485562428,37.7895727625395
2003-01-22 21:00:00,LARCENY/THEFT,PETTY THEFT FROM LOCKED AUTO,Wednesday,SOUTHERN,NONE,FOLSOM ST / THE EMBARCADERO SOUTH ST,-122.39009424828801,37.7907638589069
2003-01-22 21:00:00,NON-CRIMINAL,LOST PROPERTY,Wednesday,MISSION,NONE,16TH ST / MISSION ST,-122.419671780303,37.7650501214714
2003-01-22 21:00:00,LARCENY/THEFT,PETTY THEFT FROM LOCKED AUTO,Wednesday,CENTRAL,NONE,400 Block of GREENWICH ST,-122.407065062609,37.8025608394002
2003-01-22 21:00:00,LARCENY/THEFT,PETTY THEFT FROM LOCKED AUTO,Wednesday,INGLESIDE,NONE,400 Block of CAMBRIDGE ST,-122.418084695364,37.7258286467466
2003-01-22 21:00:00,BURGLARY,"BURGLARY OF STORE, FORCIBLE ENTRY",Wednesday,NORTHERN,NONE,200 Block of FILLMORE ST,-122.43037601556999,37.7713980843685
2003-01-22 21:00:00,BURGLARY,"BURGLARY, UNLAWFUL ENTRY",Wednesday,CENTRAL,NONE,900 Block of COLUMBUS AV,-122.41426344423799,37.8031918743285
2003-01-22 21:00:00,DRUG/NARCOTIC,SALE OF HEROIN,Wednesday,INGLESIDE,NONE,100 Block of BROOKDALE AV,-122.420864146521,37.71219982598
2003-01-22 21:00:00,LARCENY/THEFT,PETTY THEFT FROM LOCKED AUTO,Wednesday,PARK,NONE,PIERCE ST / FELL ST,-122.434294413604,37.7744747548373
2003-01-22 20:55:00,NON-CRIMINAL,"AIDED CASE, MENTAL DISTURBED",Wednesday,MISSION,NONE,22ND ST / VALENCIA ST,-122.420966200667,37.7552939346682
2003-01-22 20:45:00,TRESPASS,TRESPASSING,Wednesday,TARAVAL,"ARREST, BOOKED",1200 Block of IRVING ST,-122.47114555295,37.7638796121694
2003-01-22 20:43:00,ASSAULT,AGGRAVATED ASSAULT WITH A DEADLY WEAPON,Wednesday,TENDERLOIN,"ARREST, BOOKED",600 Block of OFARRELL ST,-122.41533612902,37.7854364798696
2003-01-22 20:30:00,LARCENY/THEFT,GRAND THEFT FROM LOCKED AUTO,Wednesday,RICHMOND,NONE,7TH AV / GEARY BL,-122.465352649853,37.7809630027207
2003-01-22 20:30:00,DRUG/NARCOTIC,POSSESSION OF BASE/ROCK COCAINE FOR SALE,Wednesday,NORTHERN,"ARREST, BOOKED",HAIGHT ST / WEBSTER ST,-122.428805083832,37.7723149684765
2003-01-22 20:30:00,BURGLARY,"BURGLARY OF WAREHOUSE, FORCIBLE ENTRY",Wednesday,MISSION,NONE,3800 Block of 24TH ST,-122.429108515468,37.7516590981092
2003-01-22 20:21:00,SEX OFFENSES FORCIBLE,ENGAGING IN LEWD ACT,Wednesday,TARAVAL,"ARREST, BOOKED",300 Block of VERNON ST,-122.46797528083799,37.718800112012
2003-01-22 20:21:00,OTHER OFFENSES,RESISTING ARREST,Wednesday,TARAVAL,"ARREST, BOOKED",300 Block of VERNON ST,-122.46797528083799,37.718800112012
2003-01-22 20:20:00,LARCENY/THEFT,PETTY THEFT SHOPLIFTING,Wednesday,INGLESIDE,NONE,3300 Block of MISSION ST,-122.422141862352,37.7422279842217
2003-01-22 20:20:00,ROBBERY,ROBBERY ON THE STREET WITH A GUN,Wednesday,SOUTHERN,NONE,JONES ST / MCALLISTER ST,-122.41197948750099,37.780903969652904
2003-01-22 20:15:00,NON-CRIMINAL,"AIDED CASE, MENTAL DISTURBED",Wednesday,CENTRAL,NONE,GRANT AV / CALIFORNIA ST,-122.405942287676,37.7924508111492
2003-01-22 20:05:00,PROSTITUTION,SOLICITS FOR ACT OF PROSTITUTION,Wednesday,NORTHERN,"ARREST, BOOKED",VAN NESS AV / PACIFIC AV,-122.42323142979299,37.7948181045174
2003-01-22 20:04:00,OTHER OFFENSES,TRAFFIC VIOLATION ARREST,Wednesday,BAYVIEW,"ARREST, BOOKED",OAKDALE AV / KEITH ST,-122.386619373228,37.7324670578791
2003-01-22 20:04:00,WARRANTS,WARRANT ARREST,Wednesday,BAYVIEW,"ARREST, BOOKED",OAKDALE AV / KEITH ST,-122.386619373228,37.7324670578791
2003-01-22 20:00:00,SUSPICIOUS OCC,SUSPICIOUS OCCURRENCE,Wednesday,PARK,NONE,600 Block of CORBETT AV,-122.443294006418,37.7561106903233
2003-01-22 20:00:00,BURGLARY,"BURGLARY OF RESIDENCE, UNLAWFUL ENTRY",Wednesday,TENDERLOIN,NONE,500 Block of JONES ST,-122.412999075009,37.786277459166
2003-01-22 20:00:00,OTHER OFFENSES,LOST/STOLEN LICENSE PLATE,Wednesday,MISSION,NONE,CLINTON PARK ST / VALENCIA ST,-122.422310623841,37.7692785774646
2003-01-22 20:00:00,LARCENY/THEFT,PETTY THEFT SHOPLIFTING,Wednesday,SOUTHERN,"ARREST, CITED",800 Block of MARKET ST,-122.40652098714399,37.7850629421661
2003-01-22 20:00:00,LARCENY/THEFT,GRAND THEFT FROM A BUILDING,Wednesday,MISSION,NONE,400 Block of ELIZABETH ST,-122.430865646169,37.7523473240976
2003-01-22 20:00:00,OTHER OFFENSES,"DRIVERS LICENSE, SUSPENDED OR REVOKED",Wednesday,BAYVIEW,"ARREST, CITED",3RD ST / OAKDALE AV,-122.390697630726,37.7347969947664
2003-01-22 19:45:00,DRUG/NARCOTIC,POSSESSION OF AMPHETAMINE,Wednesday,NORTHERN,"ARREST, BOOKED",HEMLOCK ST / POLK ST,-122.420021471054,37.7872807075879
2003-01-22 19:37:00,DRUG/NARCOTIC,POSSESSION OF BASE/ROCK COCAINE,Wednesday,TENDERLOIN,"ARREST, BOOKED",0 Block of TURK ST,-122.409853729941,37.7833862379382
2003-01-22 19:30:00,VEHICLE THEFT,STOLEN AUTOMOBILE,Wednesday,PARK,NONE,LYON ST / OFARRELL ST,-122.44383181591999,37.7818719307259
2003-01-22 19:30:00,VANDALISM,"MALICIOUS MISCHIEF, VANDALISM",Wednesday,TARAVAL,NONE,300 Block of WEST PORTAL AV,-122.469955448831,37.7373592055385
2003-01-22 19:30:00,VEHICLE THEFT,"VEHICLE, RECOVERED, AUTO",Wednesday,PARK,NONE,LYON ST / OFARRELL ST,-122.44383181591999,37.7818719307259
2003-01-22 19:19:00,ASSAULT,INFLICT INJURY ON COHABITEE,Wednesday,INGLESIDE,NONE,1100 Block of NAPLES ST,-122.43700378683,37.712934404414796
2003-01-22 19:13:00,OTHER OFFENSES,"DRIVERS LICENSE, SUSPENDED OR REVOKED",Wednesday,TENDERLOIN,"ARREST, CITED",TURK ST / JONES ST,-122.412414263588,37.7830037964305
2003-01-22 19:11:00,SUICIDE,ATTEMPTED SUICIDE,Wednesday,MISSION,NONE,400 Block of SAN JOSE AV,-122.421402486894,37.7481788673566
2003-01-22 19:09:00,ROBBERY,ROBBERY OF A CHAIN STORE WITH A GUN,Wednesday,CENTRAL,NONE,1000 Block of BUSH ST,-122.414576897,37.7894768075723
2003-01-22 19:00:00,OTHER OFFENSES,PROBATION VIOLATION,Wednesday,TARAVAL,"ARREST, BOOKED",1300 Block of 46TH AV,-122.505923256341,37.761339931633
2003-01-22 19:00:00,LARCENY/THEFT,GRAND THEFT FROM LOCKED AUTO,Wednesday,SOUTHERN,NONE,BRANNAN ST / 4TH ST,-122.396533248463,37.7783268978556
2003-01-22 19:00:00,LARCENY/THEFT,PETTY THEFT FROM LOCKED AUTO,Wednesday,SOUTHERN,NONE,GUERRERO ST / MARKET ST,-122.424854040266,37.7707478792642
2003-01-22 19:00:00,DRUG/NARCOTIC,POSSESSION OF NARCOTICS PARAPHERNALIA,Wednesday,INGLESIDE,"ARREST, BOOKED",0 Block of FLORENTINE AV,-122.44356415839701,37.7126396228129
2003-01-22 19:00:00,FORGERY/COUNTERFEITING,"FORGERY, DRIVERS LICENSE OR ID-CARD",Wednesday,RICHMOND,NONE,500 Block of 39TH AV,-122.49959009335,37.7784276187176
2003-01-22 19:00:00,ASSAULT,AGGRAVATED ASSAULT WITH BODILY FORCE,Wednesday,NORTHERN,"ARREST, BOOKED",900 Block of GEARY ST,-122.418918390218,37.7859407304209
2003-01-22 19:00:00,LARCENY/THEFT,PETTY THEFT FROM LOCKED AUTO,Wednesday,NORTHERN,NONE,GOLDEN GATE AV / FRANKLIN ST,-122.422090267894,37.780821970809896
2003-01-22 19:00:00,STOLEN PROPERTY,RECEIVING STOLEN PROPERTY,Wednesday,INGLESIDE,"ARREST, BOOKED",0 Block of FLORENTINE AV,-122.44356415839701,37.7126396228129
2003-01-22 19:00:00,NON-CRIMINAL,TRAFFIC ACCIDENT,Wednesday,TARAVAL,"ARREST, BOOKED",1300 Block of 46TH AV,-122.505923256341,37.761339931633
2003-01-22 19:00:00,FORGERY/COUNTERFEITING,"FORGERY, NOTES",Wednesday,INGLESIDE,"ARREST, BOOKED",0 Block of FLORENTINE AV,-122.44356415839701,37.7126396228129
2003-01-22 19:00:00,OTHER OFFENSES,OBSCENE PHONE CALLS(S),Wednesday,TARAVAL,NONE,1200 Block of 14TH AV,-122.47166339877701,37.7647297486264
2003-01-22 19:00:00,LARCENY/THEFT,GRAND THEFT FROM LOCKED AUTO,Wednesday,SOUTHERN,NONE,HAIGHT ST / MARKET ST,-122.42194417281,37.773036844558
2003-01-22 19:00:00,LARCENY/THEFT,GRAND THEFT FROM A BUILDING,Wednesday,NORTHERN,NONE,300 Block of HAYES ST,-122.4221592568,37.77693101432421
2003-01-22 18:55:00,ROBBERY,ATTEMPTED ROBBERY ON THE STREET WITH BODILY FORCE,Wednesday,INGLESIDE,COMPLAINANT REFUSES TO PROSECUTE,200 Block of ARLETA AV,-122.407873817251,37.714143390059206
2003-01-22 18:53:00,VEHICLE THEFT,RECOVERED VEHICLE - STOLEN OUTSIDE SF,Wednesday,MISSION,NONE,MARIPOSA ST / ALABAMA ST,-122.412173946273,37.762916776663204
2003-01-22 18:45:00,SECONDARY CODES,DOMESTIC VIOLENCE,Wednesday,NORTHERN,NONE,700 Block of WEBSTER ST,-122.429608565501,37.7774708209745
2003-01-22 18:45:00,LARCENY/THEFT,PETTY THEFT FROM LOCKED AUTO,Wednesday,SOUTHERN,NONE,HARRISON ST / HAWTHORNE ST,-122.396265814244,37.7834404320948
2003-01-22 18:45:00,ASSAULT,INFLICT INJURY ON COHABITEE,Wednesday,NORTHERN,NONE,700 Block of WEBSTER ST,-122.429608565501,37.7774708209745
2003-01-22 18:39:00,OTHER OFFENSES,LOST/STOLEN LICENSE PLATE,Wednesday,MISSION,NONE,400 Block of DOLORES ST,-122.42600967275801,37.7623652716111
2003-01-22 18:30:00,MISSING PERSON,MISSING JUVENILE,Wednesday,INGLESIDE,NONE,0 Block of PUEBLO ST,-122.417075711987,37.7087983078621
2003-01-22 18:30:00,VEHICLE THEFT,STOLEN AUTOMOBILE,Wednesday,NORTHERN,NONE,GEARY BL / GOUGH ST,-122.42468870359801,37.785333964007705
2003-01-22 18:30:00,ASSAULT,ATTEMPTED HOMICIDE WITH A GUN,Wednesday,BAYVIEW,NONE,1800 Block of 25TH ST,-122.39749737363701,37.75230663222629
2003-01-22 18:30:00,VEHICLE THEFT,STOLEN AUTOMOBILE,Wednesday,RICHMOND,NONE,3500 Block of GEARY BL,-122.45701616347401,37.7812163786666
2003-01-22 18:30:00,MISSING PERSON,FOUND PERSON,Wednesday,INGLESIDE,NONE,0 Block of PUEBLO ST,-122.417075711987,37.7087983078621
2003-01-22 18:30:00,LARCENY/THEFT,PETTY THEFT SHOPLIFTING,Wednesday,TARAVAL,NONE,3900 Block of ALEMANY BL,-122.468105304613,37.71096391463939
2003-01-22 18:30:00,VEHICLE THEFT,"VEHICLE, RECOVERED, AUTO",Wednesday,NORTHERN,NONE,GEARY BL / GOUGH ST,-122.42468870359801,37.785333964007705
2003-01-22 18:30:00,VEHICLE THEFT,"VEHICLE, RECOVERED, AUTO",Wednesday,RICHMOND,NONE,3500 Block of GEARY BL,-122.45701616347401,37.7812163786666
2003-01-22 18:30:00,LARCENY/THEFT,GRAND THEFT FROM LOCKED AUTO,Wednesday,SOUTHERN,NONE,9TH ST / MISSION ST,-122.414714295586,37.7762310404529
2003-01-22 18:29:00,OTHER OFFENSES,"DRIVERS LICENSE, SUSPENDED OR REVOKED",Wednesday,MISSION,"ARREST, CITED",22ND ST / HARRISON ST,-122.41219918290301,37.7558320631428
2003-01-22 18:27:00,NON-CRIMINAL,"DEATH REPORT, CAUSE UNKNOWN",Wednesday,CENTRAL,NONE,800 Block of JONES ST,-122.41370505887501,37.7890640478934
2003-01-22 18:26:00,LARCENY/THEFT,GRAND THEFT FROM PERSON,Wednesday,PARK,"ARREST, BOOKED",600 Block of DUBOCE AV,-122.434249624241,37.769200289573796
2003-01-22 18:26:00,ASSAULT,BATTERY,Wednesday,PARK,"ARREST, BOOKED",600 Block of DUBOCE AV,-122.434249624241,37.769200289573796
2003-01-22 18:20:00,OTHER OFFENSES,TRAFFIC VIOLATION,Wednesday,NORTHERN,"ARREST, CITED",HEMLOCK ST / LARKIN ST,-122.418368839172,37.787486157204214
2003-01-22 18:20:00,OTHER OFFENSES,PAROLE VIOLATION,Wednesday,BAYVIEW,"ARREST, BOOKED",2500 Block of GRIFFITH ST,-122.386437671186,37.7191834462785
2003-01-22 18:20:00,PROSTITUTION,SOLICITS FOR ACT OF PROSTITUTION,Wednesday,NORTHERN,"ARREST, CITED",HEMLOCK ST / LARKIN ST,-122.418368839172,37.787486157204214
2003-01-22 18:18:00,TRESPASS,TRESPASSING,Wednesday,TARAVAL,"ARREST, CITED",3200 Block of 20TH AV,-122.47564746078599,37.7285280627465
2003-01-22 18:16:00,SUSPICIOUS OCC,SUSPICIOUS OCCURRENCE,Wednesday,NORTHERN,NONE,1800 Block of VAN NESS AV,-122.42261368278999,37.7926430342855
2003-01-22 18:15:00,DRUG/NARCOTIC,POSSESSION OF NARCOTICS PARAPHERNALIA,Wednesday,SOUTHERN,"ARREST, CITED",100 Block of 6TH ST,-122.408466556173,37.7807008318778
2003-01-22 18:15:00,PROSTITUTION,SOLICITS FOR ACT OF PROSTITUTION,Wednesday,NORTHERN,"ARREST, CITED",HEMLOCK ST / LARKIN ST,-122.418368839172,37.787486157204214
2003-01-22 18:11:00,ASSAULT,BATTERY,Wednesday,SOUTHERN,NONE,200 Block of 9TH ST,-122.41284503153601,37.7748170645635
2003-01-22 18:10:00,OTHER OFFENSES,VIOLATION OF RESTRAINING ORDER,Wednesday,INGLESIDE,NONE,500 Block of ELLSWORTH ST,-122.41470778455,37.7365376897978
2003-01-22 18:10:00,PROSTITUTION,SOLICITS FOR ACT OF PROSTITUTION,Wednesday,NORTHERN,"ARREST, CITED",LARKIN ST / HEMLOCK ST,-122.418368839172,37.787486157204214
2003-01-22 18:00:00,DISORDERLY CONDUCT,DISTURBING THE PEACE,Wednesday,CENTRAL,UNFOUNDED,600 Block of GEARY ST,-122.413988841812,37.7865685406761
2003-01-22 18:00:00,VEHICLE THEFT,"VEHICLE, RECOVERED, AUTO",Wednesday,INGLESIDE,NONE,1500 Block of GENEVA AV,-122.43082630188101,37.7124349004423
2003-01-22 18:00:00,PROSTITUTION,SOLICITS FOR ACT OF PROSTITUTION,Wednesday,NORTHERN,"ARREST, CITED",HEMLOCK ST / LARKIN ST,-122.418368839172,37.787486157204214
2003-01-22 18:00:00,VEHICLE THEFT,STOLEN AUTOMOBILE,Wednesday,INGLESIDE,NONE,1500 Block of GENEVA AV,-122.43082630188101,37.7124349004423
2003-01-22 18:00:00,NON-CRIMINAL,LOST PROPERTY,Wednesday,TENDERLOIN,NONE,EDDY ST / TAYLOR ST,-122.410955248913,37.7841399509365
2003-01-22 18:00:00,VANDALISM,"MALICIOUS MISCHIEF, VANDALISM OF VEHICLES",Wednesday,NORTHERN,NONE,GROVE ST / VAN NESS AV,-122.419884939464,37.7782510832182
2003-01-22 18:00:00,LARCENY/THEFT,GRAND THEFT FROM LOCKED AUTO,Wednesday,NORTHERN,NONE,GROVE ST / VAN NESS AV,-122.419884939464,37.7782510832182
2003-01-22 18:00:00,FORGERY/COUNTERFEITING,"CHECKS, FORGERY (FELONY)",Wednesday,PARK,NONE,1100 Block of OAK ST,-122.438260815998,37.77297147394121
2003-01-22 18:00:00,LARCENY/THEFT,PETTY THEFT SHOPLIFTING,Wednesday,SOUTHERN,"ARREST, BOOKED",900 Block of MARKET ST,-122.408421116922,37.7835699386918
2003-01-22 18:00:00,LARCENY/THEFT,PETTY THEFT FROM A BUILDING,Wednesday,INGLESIDE,NONE,500 Block of PORTOLA DR,-122.451163989719,37.7455640062989
2003-01-22 17:55:00,OTHER OFFENSES,PROBATION VIOLATION,Wednesday,NORTHERN,"ARREST, BOOKED",1300 Block of TURK ST,-122.43130986597099,37.7806580436189
2003-01-22 17:55:00,WARRANTS,ENROUTE TO ADULT AUTHORITY,Wednesday,NORTHERN,"ARREST, BOOKED",1300 Block of TURK ST,-122.43130986597099,37.7806580436189
2003-01-22 17:55:00,DRUG/NARCOTIC,POSSESSION OF COCAINE,Wednesday,NORTHERN,"ARREST, BOOKED",1300 Block of TURK ST,-122.43130986597099,37.7806580436189
2003-01-22 17:55:00,DRUG/NARCOTIC,POSSESSION OF NARCOTICS PARAPHERNALIA,Wednesday,NORTHERN,"ARREST, BOOKED",1300 Block of TURK ST,-122.43130986597099,37.7806580436189
2003-01-22 17:55:00,OTHER OFFENSES,RESISTING ARREST,Wednesday,NORTHERN,"ARREST, BOOKED",1300 Block of TURK ST,-122.43130986597099,37.7806580436189
2003-01-22 17:48:00,BURGLARY,"BURGLARY, UNLAWFUL ENTRY",Wednesday,PARK,"ARREST, BOOKED",2600 Block of GEARY BL,-122.446612978839,37.7822458223917
2003-01-22 17:48:00,NON-CRIMINAL,LOST PROPERTY,Wednesday,TARAVAL,NONE,1300 Block of 40TH AV,-122.49962986702299,37.761618094090295
2003-01-22 17:48:00,LARCENY/THEFT,PETTY THEFT WITH PRIOR,Wednesday,PARK,"ARREST, BOOKED",2600 Block of GEARY BL,-122.446612978839,37.7822458223917
2003-01-22 17:45:00,OTHER OFFENSES,"DRIVERS LICENSE, SUSPENDED OR REVOKED",Wednesday,NORTHERN,"ARREST, CITED",9TH ST / MARKET ST,-122.416293820942,37.7774936777121
2003-01-22 17:42:00,OTHER OFFENSES,RESISTING ARREST,Wednesday,MISSION,"ARREST, BOOKED",MISSION ST / SYCAMORE ST,-122.419445310678,37.76271343275221
2003-01-22 17:42:00,DRUG/NARCOTIC,POSSESSION OF BASE/ROCK COCAINE,Wednesday,MISSION,"ARREST, BOOKED",MISSION ST / SYCAMORE ST,-122.419445310678,37.76271343275221
2003-01-22 17:40:00,ASSAULT,INFLICT INJURY ON COHABITEE,Wednesday,TARAVAL,"ARREST, BOOKED",500 Block of HOLLOWAY AV,-122.45870335033301,37.7217839385443
2003-01-22 17:40:00,OTHER OFFENSES,VIOLATION OF RESTRAINING ORDER,Wednesday,TARAVAL,"ARREST, BOOKED",500 Block of HOLLOWAY AV,-122.45870335033301,37.7217839385443
2003-01-22 17:30:00,DRUG/NARCOTIC,POSSESSION OF BASE/ROCK COCAINE,Wednesday,BAYVIEW,"ARREST, BOOKED",OAKDALE AV / NEWHALL ST,-122.392217325574,37.7356625997873
2003-01-22 17:30:00,WARRANTS,ENROUTE TO DEPARTMENT OF CORRECTIONS,Wednesday,MISSION,"ARREST, BOOKED",ERIE ST / FOLSOM ST,-122.41561344008,37.7693628813207
2003-01-22 17:30:00,OTHER OFFENSES,PAROLE VIOLATION,Wednesday,BAYVIEW,"ARREST, BOOKED",OAKDALE AV / NEWHALL ST,-122.392217325574,37.7356625997873
2003-01-22 17:30:00,LARCENY/THEFT,GRAND THEFT FROM LOCKED AUTO,Wednesday,CENTRAL,NONE,TAYLOR ST / VALLEJO ST,-122.413747886305,37.7979555343556
2003-01-22 17:30:00,OTHER OFFENSES,LOST/STOLEN LICENSE PLATE,Wednesday,BAYVIEW,NONE,1400 Block of KEITH ST,-122.386954135737,37.732188023108286
2003-01-22 17:30:00,VEHICLE THEFT,"VEHICLE, RECOVERED, AUTO",Wednesday,CENTRAL,NONE,700 Block of MASON ST,-122.410409686892,37.79017957218
2003-01-22 17:30:00,ASSAULT,AGGRAVATED ASSAULT WITH A KNIFE,Wednesday,BAYVIEW,DISTRICT ATTORNEY REFUSES TO PROSECUTE,0 Block of MIDDLE POINT RD,-122.37945356734,37.737223470027104
2003-01-22 17:30:00,VEHICLE THEFT,STOLEN AUTOMOBILE,Wednesday,CENTRAL,NONE,700 Block of MASON ST,-122.410409686892,37.79017957218
2003-01-22 17:30:00,LARCENY/THEFT,PETTY THEFT BICYCLE,Wednesday,NORTHERN,NONE,300 Block of BUCHANAN ST,-122.4272776443,37.7727541133707
2003-01-22 17:25:00,NON-CRIMINAL,FOUND PROPERTY,Wednesday,TENDERLOIN,NONE,JONES ST / GOLDEN GATE AV,-122.41222416474301,37.782072931180004
2003-01-22 17:19:00,OTHER OFFENSES,CONSPIRACY,Wednesday,SOUTHERN,"ARREST, BOOKED",1000 Block of MARKET ST,-122.411071423064,37.7817511307229
2003-01-22 17:19:00,DRUG/NARCOTIC,POSSESSION OF MARIJUANA,Wednesday,SOUTHERN,"ARREST, BOOKED",1000 Block of MARKET ST,-122.411071423064,37.7817511307229
2003-01-22 17:15:00,NON-CRIMINAL,"AIDED CASE, MENTAL DISTURBED",Wednesday,SOUTHERN,NONE,1100 Block of MARKET ST,-122.41232090743601,37.780764225439796
2003-01-22 17:15:00,SUSPICIOUS OCC,SUSPICIOUS OCCURRENCE,Wednesday,PARK,NONE,1400 Block of HAIGHT ST,-122.446143672039,37.7700527182372
2003-01-22 17:14:00,OTHER OFFENSES,TRAFFIC VIOLATION,Wednesday,MISSION,"ARREST, CITED",MISSION ST / 21ST ST,-122.418904204524,37.75703611323139
2003-01-22 17:14:00,FORGERY/COUNTERFEITING,"FORGERY, FALSE ENTRIES IN RECORDS OR RETURNS",Wednesday,MISSION,NONE,MISSION ST / 21ST ST,-122.418904204524,37.75703611323139
2003-01-22 17:10:00,OTHER OFFENSES,OBSCENE PHONE CALLS(S),Wednesday,TENDERLOIN,NONE,300 Block of ELLIS ST,-122.41198764359501,37.7850226622786
2003-01-22 17:10:00,NON-CRIMINAL,AIDED CASE,Wednesday,CENTRAL,NONE,900 Block of NORTH POINT ST,-122.422857719558,37.8054440413944
2003-01-22 17:00:00,BURGLARY,"BURGLARY OF STORE, UNLAWFUL ENTRY",Wednesday,TENDERLOIN,"ARREST, BOOKED",0 Block of STOCKTON ST,-122.406351834294,37.7860311576362
2003-01-22 17:00:00,LARCENY/THEFT,GRAND THEFT FROM UNLOCKED AUTO,Wednesday,NORTHERN,NONE,FRANKLIN ST / GOLDEN GATE AV,-122.422090267894,37.780821970809896
2003-01-22 17:00:00,NON-CRIMINAL,LOST PROPERTY,Wednesday,TENDERLOIN,NONE,0 Block of POWELL ST,-122.407845374111,37.7850943210103
2003-01-22 17:00:00,SUSPICIOUS OCC,SUSPICIOUS OCCURRENCE,Wednesday,BAYVIEW,NONE,3200 Block of JENNINGS ST,-122.39521082687901,37.719897700646
2003-01-22 17:00:00,LARCENY/THEFT,GRAND THEFT FROM LOCKED AUTO,Wednesday,PARK,NONE,800 Block of BURNETT AV,-122.44495547409201,37.7488029817107
